date-time,year,month,day,hub_id,t1,t2,cat_ord,cat_car
20.08.2016,1999,5,23,1,19780,17118,JPY,true
02.09.2018,1984,6,16,3,13503,11975,EUR,false
18.07.2016,2009,10,19,3,18853,15637,CNY,true
29.04.2016,2011,3,28,2,11137,11608,EUR,true
06.01.2018,2006,8,24,4,16731,10558,,false
10.01.2020,1995,9,20,3,17532,13000,USD,false
22.06.2019,1992,3,24,2,16272,12354,CNY,true
23.10.2019,2010,5,23,4,17839,12890,VND,false
30.07.2018,2008,6,12,3,15320,12253,BOB,false
03.10.2016,2010,5,5,3,12465,12469,CNY,false
08.09.2016,2005,5,1,3,10068,15002,CAD,true
13.07.2015,2013,7,2,3,17771,13123,CZK,false
11.02.2016,2006,9,24,4,11742,12481,MZN,true
03.03.2019,1999,7,29,1,15068,12091,IRR,false
11.04.2017,2007,3,5,5,13862,19878,EUR,true
11.08.2015,2007,9,7,5,18873,17056,CNY,false
06.04.2018,1993,4,5,4,17081,14110,CNY,true
09.07.2015,2002,3,29,5,15023,17028,PHP,false
15.11.2015,2006,3,13,2,18602,12190,COP,true
31.07.2015,1992,6,21,2,16672,17786,CNY,false
08.04.2015,1995,6,17,4,12585,14456,THB,true
21.10.2017,2012,3,24,2,12375,16878,HRK,true
12.08.2015,2000,5,29,5,18930,11041,EUR,true
08.10.2017,2007,7,26,2,12766,10230,KGS,true
02.02.2020,1991,10,8,4,17736,10449,IDR,true
17.01.2016,2005,7,21,1,10785,10829,CNY,false
02.07.2017,1992,4,26,5,12741,17943,USD,false
29.10.2015,2010,9,2,2,15144,10596,NZD,false
13.06.2015,2004,4,28,3,14516,10683,IDR,false
02.06.2018,2009,8,16,5,,,CNY,false
14.07.2019,2002,10,29,3,14688,11881,IDR,false
30.12.2015,2007,4,21,4,,,EUR,false
02.05.2018,1992,4,24,1,12577,12414,CNY,true
29.10.2017,2012,3,2,1,18214,12228,THB,true
11.02.2020,1985,11,15,4,10257,14546,CNY,false
01.07.2017,2010,3,27,1,13335,14677,,true
24.08.2019,2006,6,19,3,10843,15929,MYR,
14.04.2018,2012,6,9,2,17654,18891,RUB,true
31.12.2019,1996,10,30,4,12056,16183,BRL,true
13.05.2016,1998,12,8,3,14105,10158,PLN,true
29.05.2019,1984,12,28,4,15167,13892,PEN,
03.07.2018,2012,8,2,3,19764,13044,PHP,true
21.09.2017,1992,9,16,3,12706,13109,USD,false
11.03.2017,1986,10,8,1,12815,19667,PLN,true
21.11.2016,1986,4,9,5,15324,13287,KZT,true
14.01.2017,1995,4,18,2,16058,17993,USD,true
23.02.2020,2007,9,14,1,12317,10044,UGX,false
17.05.2017,2011,5,19,3,13619,18379,RUB,true
29.08.2017,2003,10,5,2,13120,17792,CNY,false
12.07.2019,1992,12,5,5,,,CZK,false
28.04.2017,2011,12,20,4,19597,16915,CNY,true
14.07.2018,2001,6,23,3,15314,14778,NPR,true
18.06.2019,1989,6,9,4,13213,10839,PHP,false
03.11.2019,2001,9,10,1,10235,10911,IDR,false
23.01.2019,1999,11,22,3,19057,14426,EUR,false
29.12.2018,2000,3,11,2,16852,14622,ZAR,false
11.11.2015,2006,9,29,5,11359,19431,USD,false
22.04.2018,1996,11,1,5,14340,13323,EUR,false
02.09.2015,1998,4,2,5,16662,13579,DOP,false
13.12.2018,1970,8,4,1,10531,12407,UAH,true
24.03.2018,1978,6,30,2,18472,16359,KMF,false
20.08.2015,1990,11,27,4,14181,15875,MXN,true
30.01.2020,2004,6,18,5,11717,19679,ILS,true
15.10.2018,2010,3,17,3,10820,12067,COP,false
03.03.2016,2009,6,24,4,19136,16063,JPY,true
06.10.2015,1993,9,17,3,10786,11014,ARS,false
11.07.2017,1995,3,14,3,10112,16916,EUR,false
15.06.2018,1993,3,1,5,11392,14294,CZK,false
11.08.2016,1997,5,28,1,15574,16120,PEN,false
21.04.2015,2007,4,20,4,15259,13524,IDR,false
22.11.2016,2002,12,13,5,12614,17199,USD,true
18.11.2015,2010,11,7,3,19257,12646,VND,false
07.02.2019,2008,3,4,1,13030,16234,LTL,true
16.06.2015,2011,8,28,1,12098,14987,CNY,true
08.01.2018,1992,6,8,4,13314,14795,CAD,false
05.08.2019,2003,4,27,4,13292,19990,ETB,false
24.02.2018,1967,11,6,2,17667,12751,AFN,true
04.02.2018,2009,6,29,3,11965,16247,PYG,false
01.05.2019,2010,6,11,4,11209,12602,HRK,
12.09.2017,2010,8,3,3,19527,18153,COP,true
07.04.2017,1994,11,8,4,15571,18864,CNY,false
27.01.2019,1992,8,20,2,17300,13913,ZAR,true
06.09.2017,2009,3,18,2,10917,13202,CNY,true
05.01.2018,2008,7,30,2,19182,18647,THB,false
06.06.2015,2002,6,27,4,14892,15808,RUB,
21.03.2016,2005,5,12,5,11435,13714,SYP,true
05.05.2018,1996,5,26,5,11875,16397,CNY,false
27.07.2019,2005,10,26,4,15128,11664,IDR,false
11.11.2019,1996,4,16,3,13277,16146,BRL,false
28.11.2019,2009,11,27,5,13176,16951,EUR,false
20.02.2017,1994,5,15,3,16569,18869,ZMW,true
02.03.2020,1989,4,16,2,18945,17132,SEK,false
27.11.2017,2001,10,5,1,18125,19138,IDR,false
13.04.2017,1985,5,21,2,17128,12291,,false
09.01.2020,2003,9,29,5,17646,18279,HRK,false
07.07.2017,1996,10,29,3,17489,18260,TZS,true
12.08.2016,2009,10,16,5,,,CNY,true
28.01.2019,2004,7,19,3,14747,12713,PEN,false
18.11.2015,1998,3,14,4,15602,11427,IDR,true
10.05.2016,2012,12,5,3,16557,10895,PLN,false
15.05.2019,2005,11,28,3,18245,11172,BRL,true
26.01.2017,1996,12,5,3,10429,15126,HRK,false
26.08.2019,2002,10,24,4,18071,19406,CNY,false
13.11.2018,2006,6,12,5,10873,11823,MAD,false
12.05.2015,1999,9,3,2,17842,19398,EUR,false
05.12.2016,1986,10,5,5,17486,11685,CNY,false
29.06.2016,2000,5,11,2,19351,16996,USD,true
16.01.2016,1999,4,7,2,10619,16347,THB,false
20.06.2018,2007,6,18,4,13241,18576,EUR,false
03.04.2018,1995,11,4,2,18022,14494,EUR,false
25.11.2018,1991,9,2,4,11947,19357,RUB,false
19.02.2017,2012,3,13,3,14411,19972,CNY,true
17.03.2018,1964,9,22,1,18070,17444,CZK,false
17.02.2019,1994,6,9,1,17924,14672,RUB,false
07.03.2017,2007,4,18,4,10568,19220,EUR,false
19.08.2015,1986,10,5,2,17216,11614,CNY,false
23.09.2019,1997,5,21,2,15269,15997,CNY,false
08.11.2016,2002,9,25,5,,,CZK,false
11.04.2017,2000,3,15,1,13916,19147,CNY,true
26.05.2016,2012,6,28,1,18430,10844,PLN,false
25.01.2017,1998,12,21,5,13075,12380,CNY,true
28.10.2019,2009,11,6,4,12883,12952,CNY,false
08.09.2016,2000,7,14,2,17700,18244,SEK,false
31.05.2015,1992,9,26,2,15379,17677,CZK,true
01.04.2018,2009,9,15,5,17034,13565,CNY,false
28.08.2015,1994,6,6,4,16669,11164,CNY,
02.02.2019,2008,11,22,4,16463,17615,SEK,true
11.01.2017,2002,4,26,1,13880,15057,ARS,false
03.02.2019,2009,4,11,1,10975,15847,ZMW,true
25.07.2018,2007,11,3,2,13081,17297,CNY,false
17.07.2018,2011,5,12,4,17835,12556,EUR,false
24.10.2017,1995,12,27,5,11242,15966,PEN,true
04.10.2018,2009,6,15,1,12155,10659,AMD,false
07.03.2017,2007,8,12,4,15500,17178,BRL,true
05.06.2017,2007,11,7,3,17530,11289,PYG,false
27.04.2017,2006,7,23,4,11879,13089,BRL,false
13.02.2018,2002,4,3,5,10323,11244,XAF,
28.12.2017,1994,5,28,3,13265,15249,CNY,false
28.06.2016,2002,7,13,3,17022,19709,NGN,false
15.12.2015,2003,11,2,1,12053,14576,CNY,false
13.07.2018,1998,12,13,5,17768,10944,RUB,true
28.08.2019,2007,4,7,3,12579,15286,EUR,false
16.02.2020,2010,6,21,3,15923,17115,RUB,true
01.09.2016,1993,11,14,5,15373,10790,COP,false
08.07.2018,1993,11,2,5,12476,12254,IDR,true
20.10.2015,1996,11,19,5,12867,16587,XOF,true
23.03.2019,2006,5,2,5,16807,17824,BRL,true
01.06.2019,2005,11,5,1,19042,17602,BRL,false
06.11.2016,1999,5,11,3,19901,14259,RUB,true
27.07.2017,2008,7,9,5,10439,19276,EUR,false
11.09.2016,1988,10,21,2,12790,16247,PKR,false
09.01.2018,2005,12,28,3,10225,18695,USD,true
10.10.2015,1997,8,18,5,19926,12775,MDL,
27.05.2017,2000,9,23,3,16516,12493,GTQ,true
30.08.2019,1992,5,12,2,17459,11169,BRL,true
25.04.2019,1990,5,18,5,17893,14175,,true
09.05.2015,2000,3,27,5,11053,13498,EUR,true
01.04.2018,1992,5,24,3,16027,13932,RUB,true
24.09.2015,2008,7,26,2,17081,17344,RUB,true
04.06.2018,1993,6,9,5,10921,18823,CAD,true
12.05.2019,2008,9,25,1,16592,11536,IDR,true
30.08.2018,1991,6,25,3,11190,17776,CAD,false
26.03.2017,2005,11,3,1,14861,12933,KZT,false
22.04.2017,1987,3,26,5,11805,13542,PLN,false
29.01.2016,2001,7,8,5,19454,10072,TND,true
10.02.2018,1991,12,21,4,13424,12826,EUR,true
05.06.2017,2006,4,3,2,14424,12506,CAD,true
22.08.2015,1997,4,6,3,11013,14024,ARS,true
29.07.2017,1996,3,10,1,11777,15096,PLN,false
18.10.2015,2006,10,27,5,10087,14507,COP,false
19.09.2015,2005,6,6,5,14571,12603,CNY,true
08.11.2016,2009,7,4,4,18640,14537,EUR,true
30.05.2019,1998,9,1,1,12259,13413,HRK,false
05.10.2018,2010,7,22,2,10547,19113,VEF,
02.02.2018,1993,11,15,2,,,USD,true
19.01.2020,2010,7,4,1,10263,14767,JPY,true
08.10.2018,2004,9,7,2,11028,12817,USD,true
28.07.2019,1989,9,15,2,18916,14298,BRL,true
23.04.2019,1966,11,14,4,13462,14974,IDR,true
07.05.2017,1999,10,24,2,11257,16654,KRW,true
08.07.2016,2011,11,17,5,,,IDR,true
26.11.2015,1993,7,7,4,,,RUB,false
08.12.2019,2006,4,24,1,11234,17878,CNY,true
07.06.2015,1926,5,23,2,12535,18844,CNY,true
13.10.2016,1987,5,10,5,19794,17977,UZS,true
28.12.2016,2010,10,30,1,10502,11072,CNY,false
30.09.2017,1992,5,4,1,14512,12625,PEN,false
18.09.2018,1993,5,10,3,19120,14131,TND,true
08.09.2019,1992,4,30,2,10316,12918,EUR,true
16.04.2019,2010,9,18,3,17169,16444,EUR,true
04.03.2019,2008,10,26,1,10598,15681,KES,false
22.09.2018,2000,6,30,4,15457,13331,EUR,true
02.06.2016,1994,8,21,5,17114,19368,CZK,true
16.08.2016,1988,9,1,5,14181,19181,PLN,true
26.11.2015,1992,11,19,3,14888,17460,CNY,true
29.02.2020,2005,9,25,3,10436,19171,CNY,true
25.04.2017,2002,5,15,4,12461,12670,YER,true
10.06.2015,2004,10,5,3,18872,11256,TTD,true
04.03.2017,1987,7,13,4,16153,15980,RSD,true
19.08.2017,1994,10,13,2,15444,10886,CAD,true
09.03.2020,1997,9,27,4,13964,12530,BGN,true
25.01.2018,1995,10,28,5,11128,18505,EUR,
06.02.2016,2003,11,29,2,19369,12359,MGA,false
22.02.2017,2005,4,16,1,18233,14675,CNY,false
12.09.2019,1994,10,29,1,15336,18382,MNT,true
19.06.2016,1990,11,7,5,10354,13858,IDR,false
02.04.2019,2012,4,6,3,10599,11437,PHP,true
27.08.2018,2001,10,23,4,,,,true
15.12.2019,1996,4,17,1,15830,10377,RUB,true
16.10.2016,2010,3,4,5,19166,16772,BRL,true
11.05.2015,1999,9,15,2,17885,13786,RUB,false
01.08.2019,1990,12,20,4,10283,17776,EUR,true
01.05.2015,1993,9,6,3,11575,10783,CNY,true
11.06.2015,2008,9,19,4,16554,18700,ETB,true
24.03.2016,2008,3,16,5,17392,17021,CUP,false
15.02.2019,1997,12,10,4,16804,12025,PHP,true
16.07.2015,1998,11,25,4,12520,16079,EUR,true
21.06.2017,1997,7,8,1,13149,19293,BOB,true
25.04.2018,1994,4,7,4,16467,10046,CNY,true
22.05.2018,2012,6,18,2,19199,11125,DOP,true
09.10.2016,2001,4,16,1,16423,12788,RUB,false
05.03.2018,1995,8,8,5,12871,12910,RUB,true
10.07.2016,2002,12,14,2,,,CNY,false
01.10.2016,2008,11,5,1,18833,19603,CZK,true
13.03.2017,1985,5,5,2,16286,18807,PKR,false
09.01.2019,1987,12,19,1,19229,10496,PLN,false
16.08.2015,1991,5,10,4,19512,15738,EUR,false
28.10.2019,2006,5,13,1,12484,17023,CZK,false
08.10.2016,2000,3,2,1,11622,11235,RUB,false
09.03.2020,2006,5,20,2,13076,18899,PEN,false
26.04.2016,1993,11,24,5,14244,14376,UAH,false
18.11.2017,1993,8,11,4,17369,13199,PLN,true
09.08.2017,1985,11,15,3,16700,18504,IDR,false
05.02.2018,2005,10,16,2,12023,12812,CNY,false
01.07.2016,2011,7,6,4,,,EUR,false
13.12.2019,2012,10,25,3,12754,11548,CNY,false
15.02.2017,2011,6,15,2,19747,13779,EUR,true
11.06.2018,2008,5,11,3,16164,15479,SEK,false
08.09.2016,2000,10,24,2,18174,10411,EUR,true
30.09.2019,2006,11,14,3,15165,17686,IRR,false
27.02.2018,1994,6,28,3,16235,13205,BRL,true
10.04.2016,2007,10,30,5,,,TZS,false
16.08.2015,1993,4,14,3,19694,18549,SEK,false
16.02.2017,1999,4,24,1,17574,12022,CNY,true
06.02.2017,2008,5,22,3,,,CNY,false
11.07.2015,1987,12,9,2,13816,18982,PHP,true
11.11.2015,2009,12,10,3,16769,18616,UYU,false
15.07.2017,2005,8,4,4,14951,18377,RUB,true
24.04.2016,1985,10,11,5,14602,16736,AFN,true
19.09.2016,1995,4,30,3,16234,16415,JPY,false
15.10.2016,2005,11,23,2,19883,18265,MXN,false
03.03.2020,1992,8,28,4,,,NPR,true
05.09.2017,2007,3,29,3,18276,10721,CNY,false
14.03.2016,1984,5,22,3,12438,14342,,true
09.09.2015,1996,6,24,1,16717,15538,BRL,true
08.06.2019,1987,7,5,1,11997,14736,MKD,true
23.10.2018,1987,5,9,2,17862,10923,THB,false
25.11.2016,2006,10,12,5,12805,10856,PLN,true
18.01.2019,1999,9,4,5,15484,16749,PHP,false
29.11.2018,2009,3,16,1,17807,10132,IDR,false
05.02.2016,1990,11,19,4,17112,17122,PAB,true
10.08.2017,2004,11,19,4,17235,11311,VND,false
05.06.2015,2007,8,20,5,10226,14760,PHP,false
09.01.2016,2009,9,13,2,10449,18660,KZT,false
13.05.2015,2001,10,23,5,17459,19385,PLN,true
12.10.2018,1990,6,11,1,16546,15014,SEK,true
20.07.2015,1999,10,21,2,10471,19879,SEK,false
11.11.2016,2010,4,26,3,,,CNY,true
22.02.2020,1995,10,26,2,15063,14835,MGA,false
02.07.2019,1986,6,14,2,10531,11769,CNY,false
26.11.2017,2008,5,21,4,11096,11402,IDR,false
06.12.2015,1969,12,22,1,11141,13524,CNY,false
05.02.2018,2006,11,4,4,15903,15458,EUR,false
29.05.2015,1999,6,1,2,16147,17148,EUR,false
15.02.2018,2008,5,5,5,10547,15408,BRL,true
07.07.2016,1994,10,1,2,12970,18510,THB,true
03.08.2017,1977,4,1,5,13494,14619,RUB,false
13.01.2019,1993,8,22,3,16303,17930,EUR,true
18.03.2019,1972,7,12,4,16773,13268,EUR,false
23.04.2017,2010,6,24,4,17545,15205,UGX,true
27.10.2017,1988,4,11,3,10399,11209,EUR,false
22.11.2018,2005,5,15,4,12675,14301,PLN,true
16.09.2015,1992,7,12,3,14140,18871,PLN,false
28.08.2016,2006,9,21,4,16293,13119,CNY,false
23.09.2016,1994,10,8,4,19611,10147,EUR,false
29.01.2019,1990,7,15,4,17375,17875,EUR,true
21.08.2017,2001,6,16,1,12833,14653,CNY,false
18.08.2017,2001,10,3,3,13415,13830,IDR,false
24.09.2017,1992,3,19,3,12865,10553,BBD,true
04.10.2017,2001,11,17,3,16172,11630,IDR,true
14.04.2015,1988,3,14,2,12970,16019,EUR,true
14.08.2015,2000,10,23,3,14607,10494,MNT,false
16.09.2015,2006,3,17,3,18113,18623,NGN,false
09.05.2017,1992,7,3,2,14242,16441,,false
20.07.2019,2009,12,13,5,13299,12039,NOK,true
13.02.2020,2009,8,28,2,19191,19663,UAH,true
08.06.2019,2010,4,14,3,15913,13834,MGA,true
18.03.2019,2008,6,9,2,17091,17697,,true
25.10.2018,1999,6,17,4,16072,18106,MYR,false
11.05.2017,1993,9,27,5,18290,14054,HNL,false
20.11.2018,1995,12,23,5,13206,18271,KPW,true
30.09.2018,1992,6,19,2,11228,16832,ETB,false
22.02.2017,1990,8,11,5,,,SLL,false
18.12.2018,2012,5,5,5,14734,14450,CNY,false
03.03.2017,2010,7,20,2,18460,14484,IDR,true
11.04.2018,2002,11,5,3,10612,11720,NZD,false
26.08.2015,2011,3,11,5,13587,18509,CDF,false
05.06.2018,2012,12,25,5,19535,15503,NZD,true
21.10.2018,2006,4,23,3,18162,17697,EUR,true
23.06.2015,2000,11,23,1,19807,10051,CZK,false
15.10.2018,2001,5,3,2,19472,18342,MXN,false
20.08.2015,1989,11,8,4,11579,17977,PEN,true
27.10.2019,1999,8,8,2,16012,19377,JPY,false
02.12.2016,1997,12,27,2,11021,17516,RUB,true
13.07.2016,1999,3,16,4,10431,13476,IDR,true
19.03.2016,2006,12,7,1,16939,13253,CNY,false
27.04.2016,2006,4,27,5,11119,13685,CNY,true
03.07.2019,2008,12,24,2,15414,17913,CNY,true
24.08.2019,2002,4,24,3,13284,15026,PHP,false
31.03.2016,2012,8,24,2,13170,11587,EUR,true
14.09.2015,2008,8,1,1,12497,14339,ILS,true
22.12.2016,2008,8,13,3,10140,17772,USD,true
05.05.2017,1999,8,17,5,17028,12874,CNY,true
06.01.2018,2006,10,5,4,11107,14914,CNY,false
07.02.2018,2005,5,30,3,16162,17300,HUF,true
12.04.2018,2011,12,5,2,14770,18863,RUB,false
15.05.2018,2000,10,2,2,19010,13093,MNT,true
20.04.2015,1998,11,17,3,12273,12895,CNY,true
19.10.2015,1990,8,9,3,13474,19858,ZAR,true
30.05.2019,1987,6,21,3,16233,14104,CNY,true
09.02.2019,1985,12,21,3,10185,11463,JPY,false
07.04.2018,2008,4,18,4,15535,13051,PHP,true
19.07.2019,2000,3,21,5,15358,10641,CNY,false
08.06.2016,1989,12,26,5,17145,19220,CNY,true
14.05.2016,2011,12,21,1,11067,13452,MNT,true
04.06.2016,1996,10,22,2,16213,11942,CNY,false
16.11.2015,2009,8,14,1,13419,19941,MXN,true
14.07.2015,1999,11,6,1,15317,14342,CNY,true
24.08.2017,1992,3,18,2,19283,14295,YER,false
21.12.2018,1998,8,15,3,18383,13224,COP,false
16.12.2015,2001,8,17,3,16514,18726,XAF,true
11.07.2016,1992,10,26,1,19463,16784,UGX,false
28.11.2016,2007,7,18,1,12822,18512,EUR,true
04.03.2018,2006,5,23,1,15328,16064,USD,false
27.11.2015,1992,5,23,4,17231,14588,PLN,false
09.05.2019,1992,3,14,4,12024,18263,EUR,true
02.01.2019,2011,6,16,5,19248,19265,MXN,true
22.11.2017,2002,4,6,1,11400,15898,CNY,false
29.10.2015,2010,11,14,1,18205,15240,BDT,true
02.01.2019,2002,10,18,3,15801,17673,EUR,false
15.06.2017,1995,11,23,5,15226,10753,JPY,true
09.01.2019,2010,4,22,2,19213,10075,IDR,false
10.03.2016,1999,12,28,4,15337,11165,CNY,true
04.01.2016,2011,8,5,3,16446,13431,EUR,false
24.11.2016,2007,10,6,2,15797,15222,KPW,true
03.08.2019,1996,12,26,3,12555,10973,THB,false
17.06.2019,1993,12,18,3,16616,18916,PLN,false
20.12.2017,2001,3,30,4,19945,10745,USD,false
03.10.2017,1964,8,4,5,11937,12281,PLN,false
02.08.2017,2004,9,13,5,16625,15868,SEK,true
25.09.2018,2009,3,23,4,13850,10775,ILS,false
18.12.2016,2002,6,1,5,12015,15450,IDR,true
23.09.2015,1984,6,7,2,10716,16609,XOF,false
21.09.2019,1999,12,18,2,19846,19455,BRL,true
22.09.2016,2000,11,30,1,11907,12240,MNT,false
20.12.2016,2000,12,30,5,12477,12387,PLN,false
15.04.2018,2007,8,14,1,19137,16602,EUR,false
07.05.2018,2010,11,22,3,11799,18424,MXN,false
19.05.2015,2001,7,20,4,13940,19549,CNY,false
16.06.2015,1998,12,1,5,11405,11542,JOD,false
24.02.2018,2012,4,27,4,11632,15263,NZD,false
08.06.2015,2003,5,5,1,19386,16481,ZMW,false
07.05.2016,2005,6,9,5,18231,15600,IDR,true
05.01.2017,2012,9,6,1,,,HRK,false
07.07.2015,2006,5,28,5,16684,18466,EUR,false
13.02.2020,2009,8,19,4,12930,18009,RUB,true
04.03.2019,2008,8,13,2,18547,12830,CNY,false
15.03.2018,2000,8,19,4,14161,15557,CLP,true
24.09.2015,2000,5,5,4,16459,12501,BRL,true
13.04.2017,2009,11,27,4,18582,14900,PLN,false
24.05.2019,1998,12,19,2,14533,15594,,false
20.12.2017,1999,4,25,3,18879,15493,GTQ,true
01.03.2018,2006,11,9,2,17806,10210,ARS,false
22.11.2019,1997,7,12,3,14435,18163,AFN,false
18.06.2019,1993,8,17,2,18549,11702,CNY,true
06.05.2015,2008,12,19,4,11098,12231,EUR,false
25.04.2019,2003,9,3,4,14031,11857,EUR,false
08.04.2018,2001,6,30,1,12270,18443,IDR,false
03.04.2016,1970,9,12,5,15768,14508,THB,true
10.06.2019,1985,8,19,4,12616,13830,EUR,false
29.03.2015,2002,12,8,1,12194,11424,PHP,true
05.10.2019,1986,5,18,1,14783,15662,MXN,true
01.01.2017,1997,4,20,2,,,MYR,false
06.04.2017,2008,6,15,5,17320,12322,PHP,true
09.12.2015,1999,6,5,1,17869,13461,IDR,false
23.12.2018,1997,4,11,1,15381,16205,BOB,true
27.07.2016,2011,6,1,3,12172,15565,AMD,false
06.01.2020,2005,5,23,2,,,BGN,true
15.09.2015,1971,10,19,4,14461,12150,IDR,true
30.07.2017,2009,11,12,3,15441,17647,EUR,true
15.03.2018,2002,4,30,1,11901,12306,CNY,true
08.06.2018,2004,5,16,5,15624,11435,CZK,false
19.07.2016,2008,11,5,5,12953,18519,DOP,false
06.10.2018,2004,9,18,4,19193,10487,EUR,false
26.11.2017,1995,5,22,2,17856,14616,KZT,false
08.09.2015,2000,4,17,2,16403,14346,PLN,true
21.11.2017,2012,9,20,1,11058,10193,PHP,false
09.05.2018,1992,4,2,2,17065,13977,CNY,true
15.12.2019,1981,5,24,5,16665,11180,,true
30.03.2015,1987,11,28,2,19015,17687,EUR,true
01.06.2016,1993,8,3,3,19203,10052,RUB,true
30.12.2017,1994,9,23,1,16840,12664,LKR,false
27.05.2019,2003,9,9,5,15190,11723,PKR,true
06.08.2018,1999,11,5,4,10390,11246,IDR,true
21.08.2019,2006,8,16,2,18692,16416,,false
26.12.2017,2012,8,29,1,15134,19720,MXN,false
07.06.2016,2009,7,1,1,12165,12587,JOD,false
08.01.2017,2012,9,28,4,11958,16864,CNY,true
17.06.2017,2006,11,1,2,17432,18019,EGP,false
15.05.2015,2012,12,29,4,19854,18176,PHP,true
19.04.2018,1995,4,25,1,10757,14024,NGN,true
10.04.2017,1996,4,20,5,14834,11375,RSD,false
30.01.2016,1987,12,23,2,18115,16301,CNY,false
26.01.2016,1998,6,28,4,10214,11143,PLN,false
04.01.2019,1998,12,15,3,13387,19017,UAH,false
13.03.2019,1986,4,28,4,13445,14584,CNY,false
15.10.2019,1992,5,27,5,13270,10602,HRK,true
02.09.2017,1999,3,17,5,11909,12780,CNY,true
25.04.2016,2009,12,12,5,18765,15490,RUB,true
15.09.2015,2001,4,5,5,11759,18164,EUR,false
15.09.2015,1993,3,8,1,,,EUR,false
10.07.2016,1994,8,10,5,10934,11720,COP,true
23.08.2017,1994,3,30,1,,,THB,false
04.07.2016,2012,7,30,3,,,MYR,true
11.12.2019,2012,11,4,4,11368,16662,EUR,false
27.05.2019,2003,4,18,1,18089,14081,RSD,false
23.12.2017,1995,8,29,4,12226,17824,EUR,false
17.07.2018,2005,3,19,5,18614,11816,CVE,false
27.06.2019,1995,4,24,4,13829,10857,EUR,false
25.04.2018,2005,5,15,5,19129,16829,BRL,false
16.03.2018,2000,8,12,5,19793,14234,EUR,false
17.02.2018,2000,12,23,1,16253,15940,RUB,true
30.05.2015,2010,7,14,4,10543,15343,CNY,true
07.03.2018,1997,9,30,4,16859,12041,IDR,true
14.12.2015,2002,6,13,3,14023,17857,IDR,false
28.11.2019,1998,11,16,3,19982,15300,CNY,true
11.12.2016,2007,9,11,2,19321,13912,CNY,true
30.03.2017,1997,7,5,5,12036,15121,MKD,true
26.08.2016,1995,4,21,5,16664,14080,USD,true
13.01.2017,2002,11,3,3,13925,16310,,false
27.01.2018,2001,6,23,4,11480,10530,BRL,false
23.01.2020,1995,6,29,2,12199,17627,IDR,true
13.10.2015,2002,5,27,5,,,IDR,true
29.07.2019,1997,9,26,2,16755,14035,PHP,false
16.11.2016,2004,3,14,1,15827,11660,CNY,true
04.07.2019,1990,6,13,2,,,BRL,false
19.07.2019,1961,9,7,5,13590,15618,IDR,false
26.12.2019,1992,11,26,3,18417,10950,GBP,true
23.02.2016,2004,8,11,3,10631,17646,TZS,true
11.08.2017,2008,12,8,2,,,CNY,true
05.12.2016,2012,6,2,1,12818,13976,CNY,true
13.12.2018,2010,5,15,5,12417,10612,RUB,
06.01.2018,2010,5,29,3,18647,16005,EUR,false
13.12.2019,1995,12,18,4,10400,14860,CNY,false
12.03.2019,1996,4,17,3,10560,18686,RUB,false
18.07.2015,2000,4,23,1,16422,11106,PHP,true
03.03.2020,2009,12,1,1,10935,19038,CZK,false
04.09.2017,2011,8,30,3,11599,16327,SEK,false
30.07.2018,1997,5,15,4,11775,18357,,false
20.02.2016,1997,11,1,4,19275,12158,PHP,true
04.02.2019,2004,7,8,2,11248,13614,PHP,false
30.01.2018,2010,10,14,2,,,EUR,true
15.05.2018,2008,3,29,1,14783,11989,PHP,false
20.07.2016,2003,6,13,2,14942,14170,VUV,false
04.07.2015,2004,11,11,2,19223,12774,RSD,
07.02.2020,2001,10,13,3,19912,10676,IDR,true
16.09.2019,2009,10,11,2,14752,16935,CNY,false
15.01.2016,2012,3,18,4,11072,15438,JPY,true
19.05.2019,1988,4,29,5,12741,10171,KGS,false
24.04.2019,2005,12,20,2,16008,17665,PEN,true
28.12.2015,2003,10,22,3,15744,12103,CNY,true
02.10.2017,1995,5,22,1,12950,15926,CNY,true
28.09.2016,2011,9,9,5,,,MKD,false
19.02.2018,2004,6,8,4,17636,17315,EUR,false
26.07.2018,1994,5,29,5,19381,19106,,false
20.01.2018,2001,12,2,3,16513,19750,ILS,false
04.02.2017,1995,5,17,2,17830,15332,MKD,false
17.08.2017,1999,3,9,3,14511,13222,EUR,false
16.02.2019,2003,7,1,5,,,LRD,true
06.12.2017,2011,7,2,1,12689,18188,GBP,true
28.01.2016,1989,10,1,4,16802,12989,NOK,true
21.08.2015,1988,5,5,2,18827,10227,CNY,false
14.11.2018,2009,8,21,4,10586,19487,RUB,false
06.08.2016,1993,4,26,2,12407,12652,ARS,false
16.09.2016,2008,10,28,1,13529,16857,,false
16.08.2017,2008,6,17,5,14643,19058,PLN,false
